,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData mode NsValence,MagpieData mode NUnfilled,Yang delta,Miedema_deltaH_inter,mean wt CN_1,std_dev wt CN_1,mean sgl_bd CN_1,std_dev sgl_bd CN_1,mean L-shaped CN_2,std_dev L-shaped CN_2,std_dev water-like CN_2,std_dev bent 120 degrees CN_2,mean bent 150 degrees CN_2,std_dev bent 150 degrees CN_2,mean linear CN_2,std_dev linear CN_2,std_dev wt CN_5,std_dev pentagonal planar CN_5,std_dev square pyramidal CN_5,std_dev trigonal bipyramidal CN_5,mean wt CN_9,std_dev wt CN_9,mean q2 CN_9,std_dev q2 CN_9,mean q4 CN_9,std_dev q4 CN_9,mean q6 CN_9,std_dev q6 CN_9,mean wt CN_11,std_dev wt CN_11,mean q2 CN_11,std_dev q2 CN_11,mean q4 CN_11,std_dev q4 CN_11,mean q6 CN_11,std_dev q6 CN_11,mean wt CN_13,std_dev wt CN_13,mean wt CN_14,mean ordering parameter shell 2,mean ordering parameter shell 3,xrd_36,xrd_38,xrd_39,xrd_50,xrd_52,xrd_54,xrd_55,xrd_58,xrd_65,xrd_68,xrd_69,xrd_74,xrd_75,xrd_80,xrd_81,xrd_89,xrd_92,xrd_93,xrd_96,xrd_97,xrd_104,xrd_112,xrd_113,xrd_116,xrd_117,xrd_118,xrd_119,xrd_123,xrd_124,jml_rdf_13,jml_rdf_14,jml_rdf_16,jml_rdf_19,jml_rdf_20,jml_rdf_23,jml_rdf_24,jml_rdf_39,jml_rdf_42,jml_rdf_85,jml_rdf_91,jml_rdf_94,jml_rdf_98,jml_adf1_36,jml_adf1_48,jml_adf1_53,jml_adf1_82,jml_adf1_97,jml_adf1_126,jml_adf1_162,jml_adf1_165,jml_adf1_168,jml_adf2_49,jml_adf2_57,jml_adf2_61,jml_adf2_65,jml_adf2_74,jml_adf2_82,jml_adf2_97,jml_adf2_104,jml_adf2_114,jml_adf2_118,jml_adf2_134,jml_adf2_136,jml_adf2_165,jml_nn_13,jml_nn_14,jml_nn_16,jml_nn_19,jml_nn_20,jml_nn_23,jml_nn_24,jml_nn_26,jml_nn_32,jml_nn_35,jml_nn_39,jml_nn_40,jml_nn_42,jml_nn_43,jml_nn_53,jml_nn_69,crystal_system_int,is_centrosymmetric,structural complexity per atom
136,0,0.046298658,0.09343911,1,6,0.057232983,-0.064913047,0.126449699,0.219017303,0.126449699,0.219017303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124725951,0.124725951,8.37816E-18,8.75613E-18,0.020206883,0.020206883,0.069041201,0.069041201,0,0,0.23372677,0.024337735,0.020687235,0.021193703,0.097124088,0.115828179,8.79424E-06,0.000534225,0.006819033,0.013572171,0.010307133,9.47662E-05,0.010792085,0.023979239,0.003739021,0.000800202,0.000870159,0.002965426,4.34946E-05,0.00041917,0.001924683,0.017948114,0.017317095,1.58707E-05,0.001725574,0.000537153,1.8484E-06,5.05756E-06,5.77787E-05,0.000456036,0.035829807,0.04023473,0,0,0,0,0,0,0,0,0,2.6913,0,0,1.1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,TRUE,2
137,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187088927,0.108015842,1.50453E-17,8.98334E-18,0.030310324,0.017499674,0.103561801,0.059791434,0,0,0.202545282,0.064326534,0.035378274,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0.6022,0,0,1.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,TRUE,2.25
138,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0.06322485,0.167277229,0.06322485,0.167277229,2.19202E-14,5.79953E-14,6.01297E-09,9.71757E-06,0.00734401,0.019430424,0.06322485,0.167277229,0.167277229,0.0826009,0.028523389,0.066840882,0,0,0,0,0,0,0,0,0.187088927,0.108015842,1.65515E-17,1.07344E-17,0.030310324,0.017499674,0.103561801,0.059791434,0,0,0.202545282,0.064326534,0.041792168,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0.6022,0,0,1.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,FALSE,3
139,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0.06322485,0.167277229,0.06322485,0.167277229,0,0,0,0,0,0,0,0,0.167277229,0.0826009,0.028523389,0.066840882,0,0,0,0,0,0,0,0,0.062362976,0.108015842,4.34709E-18,7.52942E-18,0.010103441,0.017499674,0.0345206,0.059791434,0,0,0.327271233,0.064326534,0.035378274,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0.6022,0,0,1.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,FALSE,3
140,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,0,0,0,0,0,0,0,0,0.219017303,0.108149965,0.037345883,0.087515258,0,0,0,0,0,0,0,0,0.124725951,0.124725951,7.15136E-18,7.82989E-18,0.020206883,0.020206883,0.069041201,0.069041201,0,0,0.23372677,0.120612252,0.066334263,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.8882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,3
141,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187088927,0.108015842,1.47989E-17,8.69501E-18,0.030310324,0.017499674,0.103561801,0.059791434,0,0,0.202545282,0.064326534,0.035378274,0.11357737,0.097363243,0.042990035,0.002048626,0.01614814,0.017670086,0.00881491,5.66045E-05,0.028099391,0.023210387,0.008114077,0.000113997,0.000781285,0.007195879,0.002551415,0.016464941,0.006998257,0.001960475,5.85508E-06,4.16638E-05,0.001076915,0.020810518,0.033418445,0.007157822,0.001595661,0.000217127,1.80361E-05,0.000134801,0.000658957,0,0,0,0,0,0,0,0,0,2.6215,0,1.4274,2.9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,TRUE,2.25
142,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,2.19201E-14,5.79952E-14,6.01297E-09,9.71757E-06,0.007344009,0.019430422,0.06322485,0.167277229,0,0,0,0,0,0,0,0,0,0,0,0,0.124725951,0.124725951,8.81639E-18,9.53875E-18,0.020206883,0.020206883,0.069041201,0.069041201,0,0,0.296089745,0.022816627,0.025535711,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.8882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,2.25
143,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,8.76806E-14,8.76806E-14,9.09075E-09,1.46916E-05,0.029376037,0.029376037,0.252899398,0.252899398,0,0,0,0,0,0,0,0,0,0,0,0,0.249451902,0,1.50043E-17,5.36504E-18,0.040413766,4.90654E-18,0.138082401,1.96262E-17,0,0,0.171363794,0.009126651,0.050688324,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0,0,0,1.8882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,2
144,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0.06322485,0.167277229,0.06322485,0.167277229,0,0,0,0,0,0,0,0,0.167277229,0.0826009,0.028523389,0.066840882,0,0,0,0,0,0,0,0,0.062362976,0.108015842,4.04322E-18,7.03162E-18,0.010103441,0.017499674,0.0345206,0.059791434,0,0,0.327271233,0.064326534,0.035378274,0.11357737,0.097363243,0.042990035,0.002048626,0.01614814,0.017670086,0.00881491,5.66045E-05,0.028099391,0.023210387,0.008114077,0.000113997,0.000781285,0.007195879,0.002551415,0.016464941,0.006998257,0.001960475,5.85508E-06,4.16638E-05,0.001076915,0.020810518,0.033418445,0.007157822,0.001595661,0.000217127,1.80361E-05,0.000134801,0.000658957,0,0,0,0,0,0,0,0,0,2.6215,0,1.4274,2.9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,FALSE,3
145,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0,0,0,0,0,0,0,0,0,0,0,0,0.219017303,0.108149965,0.037345883,0.087515258,0,0,0,0,0,0,0,0,0.062362976,0.108015842,6.16315E-18,1.07599E-17,0.010103441,0.017499674,0.0345206,0.059791434,0,0,0.265917266,0.192979603,0.106134821,0.11357737,0.097363243,0.042990035,0.002048626,0.01614814,0.017670086,0.00881491,5.66045E-05,0.028099391,0.023210387,0.008114077,0.000113997,0.000781285,0.007195879,0.002551415,0.016464941,0.006998257,0.001960475,5.85508E-06,4.16638E-05,0.001076915,0.020810518,0.033418445,0.007157822,0.001595661,0.000217127,1.80361E-05,0.000134801,0.000658957,0,0,0,0,0,0,0,0,0,2.6215,0,1.4274,2.9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,TRUE,2.25
146,0.027196415,0.075545596,0.111323991,2,8,0.053685098,-0.055289806,0,0,0,0,2.19202E-14,5.79953E-14,6.01297E-09,9.71757E-06,0.00734401,0.019430424,0.06322485,0.167277229,0,0,0,0,0,0,0,0,0,0,0,0,0.189106943,0.20988392,1.67064E-17,1.84057E-17,0.030637263,0.034003347,0.10467886,0.116179814,0,0,0.23372677,0.160816336,0.088445684,0.139535819,0.058280199,0.016746684,0.007229394,0.024115008,0.009263604,0.002552798,2.14793E-06,0.0482853,0.004946193,0.000785375,0.001683714,0.005869234,0.000912113,0.000124298,0.016142504,0.000272611,2.39989E-05,0.000441472,0.001776345,8.48603E-06,0.019068619,0.006579643,1.05734E-05,7.35322E-07,5.95607E-06,6.52748E-05,0.004265692,0.003141359,0,0,0,0,0,0,0,0,0,0,1.5879,1.4876,2.3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,2.25
147,0.058925565,0.089143804,0.164085035,2,8,0.040376928,-0.027475357,0.126449699,0.219017303,0.126449699,0.219017303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126743967,0.219526991,1.23771E-17,2.2191E-17,0.020533822,0.035565623,0.07015826,0.12151767,0,0,0.296089745,0.137842574,0.075810586,0.139477654,0.026403208,0.004818006,0.016799918,0.02057278,0.002482968,0.00036178,2.36025E-06,0.034608373,0.000357937,2.46368E-05,0.009088179,0.014379803,2.44188E-05,1.17598E-05,0.002059724,7.64533E-06,0.000081691,0.004797137,0.005854335,0.000517738,0.000204643,0.000013466,0.000130801,0.000737787,0.002331713,0.004128974,0.000123806,1.21066E-05,0,0,0,0,0,0,0,0,0,1.8969,0,0,2.4934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,2.25
148,0,0.046298658,0.09343911,1,6,0.057232983,-0.064913047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189106943,0.20988392,0.23372677,0.160816336,0.088445684,0.021193703,0.097124088,0.115828179,8.79424E-06,0.000534225,0.006819033,0.013572171,0.010307133,9.47662E-05,0.010792085,0.023979239,0.003739021,0.000800202,0.000870159,0.002965426,4.34946E-05,0.00041917,0.001924683,0.017948114,0.017317095,1.58707E-05,0.001725574,0.000537153,1.8484E-06,5.05756E-06,5.77787E-05,0.000456036,0.035829807,0.04023473,0,0,0,0,0,0,0,0.4043,0,2.0985,0.0732,0.5485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,4,TRUE,2
149,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0,0,0,0,0.016507573,0.043674933,0.155079165,0.123879925,0.001243113,0.003288967,0.000197982,0.000523812,0.219017303,0.090200272,0.044815059,0.076594947,0,0,0,0,0,0,0,0,0.124725951,0.124725951,0.009819622,0.017008084,0.022030579,0.022181031,0.070242354,0.070262891,0.062362976,0.108015842,0.171363794,0.075852609,0.02789232,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,4.2377,0,0,1.3544,0,4.6631,3.7357,0,1.4068,0.7233,1.1048,1.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1,0,5,3.25,0,1,10.75,0,0,4.25,11.5,14.75,6,FALSE,2.5
150,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,0.033015146,0.05718391,0.203046286,0.162192654,0.017174244,0.024345886,0.126845664,0.218789649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171363794,0.113755503,0.008241311,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRUE,2
151,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0,0,0,0,0.033015146,0.05718391,0.006914408,0.000288925,3.47498E-08,6.01884E-08,1.17147E-07,2.02904E-07,0,0,0,0,0.062362976,0.108015842,0.00692922,0.01200176,0.023365314,0.040469911,0.037851242,0.065560274,0.124725951,0.124725951,0.019639244,0.019639244,0.023854274,0.023854274,0.071443508,0.071443508,0,0,0.171363794,0.080838738,0.040904097,0.11357737,0.097363243,0.042990035,0.002048626,0.01614814,0.017670086,0.00881491,5.66045E-05,0.028099391,0.023210387,0.008114077,0.000113997,0.000781285,0.007195879,0.002551415,0.016464941,0.006998257,0.001960475,5.85508E-06,4.16638E-05,0.001076915,0.020810518,0.033418445,0.007157822,0.001595661,0.000217127,1.80361E-05,0.000134801,0.000658957,0,0,0,0,0,0,0,0,0,1.8306,0,0.9345,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.5,5,FALSE,2.25
152,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0,0,0,0,0,0,0,0,0,0,0,0,0.219017303,0.090200272,0.044815059,0.076594947,0,0,0,0,0,0,0,0,0.124725951,0.124725951,0.019639244,0.019639244,0.023854274,0.023854274,0.071443508,0.071443508,0.062362976,0.108015842,0.171363794,0.075852609,0.013076376,0.112936309,0.096834495,0.042805337,0.002063912,0.016221858,0.017748523,0.00886263,0.000057313,0.02823436,0.02332809,0.008167185,0.000115236,0.000787657,0.00723214,0.002567982,0.016538169,0.007037773,0.001975047,5.94534E-06,4.21228E-05,0.001083827,0.020912281,0.033559688,0.007203536,0.001609216,0.000219582,1.83034E-05,0.000136005,0.000663374,2.1395,0,1.3917,0.4885,0,0.4954,0,0.6769,0.971,1.0774,0.7963,0.8034,1.6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0,0.75,0,1.5,1.5,6,3,2.5,5,2,3.5,8,6,TRUE,1.75
153,0,0.046298658,0.09343911,1,6,0.057232983,-0.064913047,0.126449699,0.219017303,0.126449699,0.219017303,0,0,0,0,0,0,0,0,0,0,0,0,0.124725951,0.124725951,0.013858439,0.013858439,0.046730628,0.046730628,0.075702484,0.075702484,0.062362976,0.108015842,0.009819622,0.017008084,0.011927137,0.020658408,0.035721754,0.061871893,0.062362976,0.108015842,0.171363794,0.062076832,0.013837207,0.021193703,0.097124088,0.115828179,8.79424E-06,0.000534225,0.006819033,0.013572171,0.010307133,9.47662E-05,0.010792085,0.023979239,0.003739021,0.000800202,0.000870159,0.002965426,4.34946E-05,0.00041917,0.001924683,0.017948114,0.017317095,1.58707E-05,0.001725574,0.000537153,1.8484E-06,5.05756E-06,5.77787E-05,0.000456036,0.035829807,0.04023473,0,0,0,0,0,0,0,0,0,6.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,TRUE,2
154,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,0.033015146,0.05718391,0.203046289,0.162196895,0.002486226,0.004306269,0.000395965,0.000685831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23372677,0.120612252,0.066334263,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,FALSE,3
155,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0,0,0,0,0.033015146,0.05718391,0.203046289,0.162196895,0.002486226,0.004306269,0.000395965,0.000685831,0.219017303,0.090200272,0.044815059,0.076594947,0,0,0,0,0,0,0,0,0.062362976,0.108015842,0.009819622,0.017008084,0.011927137,0.020658408,0.035721754,0.061871893,0.062362976,0.108015842,0.171363794,0.083384821,0.014147787,0.11357737,0.097363243,0.042990035,0.002048626,0.01614814,0.017670086,0.00881491,5.66045E-05,0.028099391,0.023210387,0.008114077,0.000113997,0.000781285,0.007195879,0.002551415,0.016464941,0.006998257,0.001960475,5.85508E-06,4.16638E-05,0.001076915,0.020810518,0.033418445,0.007157822,0.001595661,0.000217127,1.80361E-05,0.000134801,0.000658957,0,0,0,0,0,0,0,0,0,5.4917,0,0,2.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1.375,6,FALSE,2.5
156,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0,0,0,0,0.066030291,0.066030291,0.00798407,0.000333621,6.94995E-08,6.94995E-08,2.34294E-07,2.34294E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202545282,0.113863145,0.035378274,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,FALSE,3
157,0.058925565,0.089143804,0.164085035,2,8,0.040376928,-0.027475357,0,0,0,0,0.033015146,0.05718391,0.006914408,0.000288925,3.47498E-08,6.01884E-08,1.17147E-07,2.02904E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296089745,0.17458984,0.075810586,0.139477654,0.026403208,0.004818006,0.016799918,0.02057278,0.002482968,0.00036178,2.36025E-06,0.034608373,0.000357937,2.46368E-05,0.009088179,0.014379803,2.44188E-05,1.17598E-05,0.002059724,7.64533E-06,0.000081691,0.004797137,0.005854335,0.000517738,0.000204643,0.000013466,0.000130801,0.000737787,0.002331713,0.004128974,0.000123806,1.21066E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,2.5
158,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0,0,0,0,4.38403E-14,7.59336E-14,7.87283E-09,1.27233E-05,0.01468802,0.025440397,0.126449699,0.219017303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202545282,0.077593707,0.035378274,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,2.25
159,0,0.03788072,0.083337585,1,6,0.044446751,-0.03275379,0,0,0,0,8.76806E-14,8.76806E-14,9.09076E-09,1.46916E-05,0.02937604,0.02937604,0.252899398,0.252899398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296089745,0.176395136,0.075810586,0.000835075,0.061552063,0.160748457,1.06974E-11,2.8107E-07,0.000309083,0.003117818,0.027400583,1.62871E-10,9.09087E-05,0.001543386,0.014766466,0.002146487,8.67796E-08,4.86492E-06,0.000187014,1.81783E-09,4.58784E-08,0.001382451,0.008801247,8.39182E-07,0.00851708,0.009207415,9.96004E-05,4.5064E-06,9.22207E-08,8.53607E-10,2.24533E-21,3.93424E-25,0,0,0,0,0,0,0,0,0,0,1.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1.405639062
160,0.229809704,0.270215806,0.297658283,1,6,0.063982955,-0.093048128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031181488,0.082498462,0.00346461,0.009166496,0.011682657,0.030909405,0.018925621,0.050072487,0.093544463,0.120765383,0.014729433,0.019015616,0.017890706,0.023096802,0.053582631,0.069174879,0,0,0.171363794,0.068714724,0.015199726,0.05838963,0.1292595,0.096778271,0.000153565,0.004263339,0.018961788,0.020123152,0.001542248,0.003084108,0.041360032,0.039330908,3.20645E-05,6.13128E-06,0.01066557,0.012961362,0.000472821,0.015269357,0.019462542,0.002584307,0.00052771,0.003580737,4.64739E-06,6.36307E-05,0.011667228,0.02653085,0.038168284,0.034739384,0.000244895,2.25912E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRUE,3.125
161,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0,0,0,0,0.033015146,0.05718391,0.203046288,0.162195835,0.00615823,0.014231632,0.03200839,0.122334037,0.167277229,0.068891596,0.034228067,0.058500357,0,0,0,0,0,0,0,0,0.093544463,0.120765383,0.014729433,0.019015616,0.017890706,0.023096802,0.053582631,0.069174879,0.031181488,0.082498462,0.186954538,0.094857877,0.019337193,0.11357737,0.097363243,0.042990035,0.002048626,0.01614814,0.017670086,0.00881491,5.66045E-05,0.028099391,0.023210387,0.008114077,0.000113997,0.000781285,0.007195879,0.002551415,0.016464941,0.006998257,0.001960475,5.85508E-06,4.16638E-05,0.001076915,0.020810518,0.033418445,0.007157822,0.001595661,0.000217127,1.80361E-05,0.000134801,0.000658957,0,0,0,0,0,0,0,0,0,2.599,0,0,0.7809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,0,0,0,0,0,7,FALSE,4
