,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData mode NsValence,MagpieData mode NUnfilled,Yang delta,Miedema_deltaH_inter,mean wt CN_1,std_dev wt CN_1,mean sgl_bd CN_1,std_dev sgl_bd CN_1,mean L-shaped CN_2,std_dev L-shaped CN_2,std_dev water-like CN_2,std_dev bent 120 degrees CN_2,mean bent 150 degrees CN_2,std_dev bent 150 degrees CN_2,mean linear CN_2,std_dev linear CN_2,std_dev wt CN_5,std_dev pentagonal planar CN_5,std_dev square pyramidal CN_5,std_dev trigonal bipyramidal CN_5,mean wt CN_9,std_dev wt CN_9,mean q2 CN_9,std_dev q2 CN_9,mean q4 CN_9,std_dev q4 CN_9,mean q6 CN_9,std_dev q6 CN_9,mean wt CN_11,std_dev wt CN_11,mean q2 CN_11,std_dev q2 CN_11,mean q4 CN_11,std_dev q4 CN_11,mean q6 CN_11,std_dev q6 CN_11,mean wt CN_13,std_dev wt CN_13,mean wt CN_14,mean ordering parameter shell 2,mean ordering parameter shell 3,xrd_36,xrd_38,xrd_39,xrd_50,xrd_52,xrd_54,xrd_55,xrd_58,xrd_65,xrd_68,xrd_69,xrd_74,xrd_75,xrd_80,xrd_81,xrd_89,xrd_92,xrd_93,xrd_96,xrd_97,xrd_104,xrd_112,xrd_113,xrd_116,xrd_117,xrd_118,xrd_119,xrd_123,xrd_124,jml_rdf_13,jml_rdf_14,jml_rdf_16,jml_rdf_19,jml_rdf_20,jml_rdf_23,jml_rdf_24,jml_rdf_39,jml_rdf_42,jml_rdf_85,jml_rdf_91,jml_rdf_94,jml_rdf_98,jml_adf1_36,jml_adf1_48,jml_adf1_53,jml_adf1_82,jml_adf1_97,jml_adf1_126,jml_adf1_162,jml_adf1_165,jml_adf1_168,jml_adf2_49,jml_adf2_57,jml_adf2_61,jml_adf2_65,jml_adf2_74,jml_adf2_82,jml_adf2_97,jml_adf2_104,jml_adf2_114,jml_adf2_118,jml_adf2_134,jml_adf2_136,jml_adf2_165,jml_nn_13,jml_nn_14,jml_nn_16,jml_nn_19,jml_nn_20,jml_nn_23,jml_nn_24,jml_nn_26,jml_nn_32,jml_nn_35,jml_nn_39,jml_nn_40,jml_nn_42,jml_nn_43,jml_nn_53,jml_nn_69,crystal_system_int,is_centrosymmetric,structural complexity per atom
162,0.006799104,0.05061555,0.096365963,2,8,0.057915237,-0.068586724,0,0,0,0,0.033015146,0.05718391,0.006914408,0.000288925,3.47498E-08,6.01884E-08,1.17147E-07,2.02904E-07,0,0,0,0,0.125230455,0.154000684,0.013914495,0.017111187,0.046919649,0.057698888,0.076008693,0.093470799,0.046772232,0.097364164,0.007364717,0.01533088,0.008945353,0.018621237,0.026791315,0.05577057,0,0,0.23372677,0.145471571,0.046179799,0.129753495,0.078775589,0.028367027,0.003913412,0.02027194,0.01340697,0.005038882,1.22134E-05,0.040029539,0.012119656,0.002907868,0.000498548,0.002452621,0.003141296,0.000704981,0.020818742,0.001873052,0.000299898,5.43204E-05,0.000372114,0.000146718,0.034721343,0.026415317,0.000530612,5.15393E-05,3.02299E-06,8.78986E-07,0.00184765,0.003566483,0,0,0,0,0,0,0,0,0,0,5.8062,0.3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.375,0,0,0,0,0,0,6,FALSE,4
163,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,0.008253786,0.031966777,0.003865272,0.000161514,8.68744E-09,3.36463E-08,2.92867E-08,1.13427E-07,0.167277229,0.068891596,0.034228067,0.058500357,0,0,0,0,0,0,0,0,0.124725951,0.124725951,0.012274528,0.018206066,0.022486503,0.022624739,0.070542642,0.070561814,0.031181488,0.082498462,0.171363794,0.131526142,0.078527149,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0.06,0,0.5389,0.0451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,7,FALSE,4
164,0.053033009,0.12797424,0.21186007,2,8,0.062967777,-0.088722409,0,0,0,0,0.066030291,0.066030291,0.00798407,0.000333621,6.94995E-08,6.94995E-08,2.34294E-07,2.34294E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202545282,0.375896136,0.342983797,0.096866536,0.116067061,0.059543543,0.000851209,0.011705938,0.021333611,0.013497443,0.000164909,0.016203684,0.03616002,0.017201952,0.000014387,0.000154014,0.011928597,0.006253367,0.008132466,0.01561854,0.007067361,3.16602E-05,3.50391E-06,0.003577943,0.003819871,0.013559934,0.02926283,0.013766177,0.003907351,0.00066915,3.67967E-09,5.0386E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,FALSE,4
165,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,0.016507573,0.043674933,0.005280966,0.00022067,1.73749E-08,4.59696E-08,5.85734E-08,1.54971E-07,0,0,0,0,0.093544463,0.120765383,0.010393829,0.013418376,0.035047971,0.045246736,0.056776863,0.073298615,0.031181488,0.082498462,0.004909811,0.012990139,0.005963569,0.015778119,0.017860877,0.047255439,0,0,0.171363794,0.092123601,0.030559695,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0,0,0.2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,FALSE,4
166,0.053033009,0.12797424,0.21186007,2,8,0.062967777,-0.088722409,0,0,0,0,0,0,0,0,0,0,0,0,0.244868789,0.117950607,0.04332498,0.09598287,0.015590744,0.060382691,0.001732305,0.006709188,0.005841329,0.022623368,0.009462811,0.036649308,0.046772232,0.097364164,0.002454906,0.009507808,0.008033505,0.016789236,0.026190739,0.05452919,0.031181488,0.082498462,0.186954538,0.065707426,0.025303173,0.096866536,0.116067061,0.059543543,0.000851209,0.011705938,0.021333611,0.013497443,0.000164909,0.016203684,0.03616002,0.017201952,0.000014387,0.000154014,0.011928597,0.006253367,0.008132466,0.01561854,0.007067361,3.16602E-05,3.50391E-06,0.003577943,0.003819871,0.013559934,0.02926283,0.013766177,0.003907351,0.00066915,3.67967E-09,5.0386E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,1.875,7,FALSE,4
167,0.035355339,0.063156118,0.137613858,2,8,0.060966598,-0.080137193,0.06322485,0.167277229,0.06322485,0.167277229,0.033015146,0.05718391,0.203046288,0.162195835,0.006158231,0.014231634,0.03200839,0.122334037,0.219017303,0.090200272,0.044815059,0.076594947,0.031181488,0.082498462,0.00346461,0.009166496,0.011682657,0.030909405,0.018925621,0.050072487,0.031181488,0.082498462,2.48374E-18,6.58395E-18,0.005051721,0.013365597,0.0172603,0.045666462,0.062362976,0.108015842,0.186954538,0.272729258,0.224409861,0.11357737,0.097363243,0.042990035,0.002048626,0.01614814,0.017670086,0.00881491,5.66045E-05,0.028099391,0.023210387,0.008114077,0.000113997,0.000781285,0.007195879,0.002551415,0.016464941,0.006998257,0.001960475,5.85508E-06,4.16638E-05,0.001076915,0.020810518,0.033418445,0.007157822,0.001595661,0.000217127,1.80361E-05,0.000134801,0.000658957,0,0,0,0,0,0,0,0,0,8.1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,6,FALSE,4
168,0.027196415,0.075545596,0.111323991,2,8,0.053685098,-0.055289806,0,0,0,0,0.033015146,0.05718391,0.006914408,0.000288925,3.47498E-08,6.01884E-08,1.17147E-07,2.02904E-07,0,0,0,0,0.156916447,0.175613609,0.017435161,0.019512623,0.058791327,0.065796526,0.095240523,0.106588776,0.062362976,0.108015842,0.009819622,0.017008084,0.011927137,0.020658408,0.035721754,0.061871893,0,0,0.218136026,0.087210218,0.034947597,0.139535819,0.058280199,0.016746684,0.007229394,0.024115008,0.009263604,0.002552798,2.14793E-06,0.0482853,0.004946193,0.000785375,0.001683714,0.005869234,0.000912113,0.000124298,0.016142504,0.000272611,2.39989E-05,0.000441472,0.001776345,8.48603E-06,0.019068619,0.006579643,1.05734E-05,7.35322E-07,5.95607E-06,6.52748E-05,0.004265692,0.003141359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,FALSE,4
169,0.027196415,0.075545596,0.111323991,2,8,0.053685098,-0.055289806,0.126449699,0.219017303,0.126449699,0.219017303,0,0,0,0,0,0,0,0,0,0,0,0,0.031181488,0.082498462,0.00346461,0.009166496,0.011682657,0.030909405,0.018925621,0.050072487,0.062362976,0.108015842,5.99601E-18,1.06422E-17,0.010103441,0.017499674,0.0345206,0.059791434,0,0,0.186954538,0.069194847,0.027459648,0.139535819,0.058280199,0.016746684,0.007229394,0.024115008,0.009263604,0.002552798,2.14793E-06,0.0482853,0.004946193,0.000785375,0.001683714,0.005869234,0.000912113,0.000124298,0.016142504,0.000272611,2.39989E-05,0.000441472,0.001776345,8.48603E-06,0.019068619,0.006579643,1.05734E-05,7.35322E-07,5.95607E-06,6.52748E-05,0.004265692,0.003141359,0,0,0,0,0,0,0,0,0,0,1.1361,0.8279,2.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRUE,3.125
170,0.053033009,0.12797424,0.21186007,2,8,0.062967777,-0.088722409,0,0,0,0,0,0,0,0,0,0,0,0,0.234444017,0.104844851,0.043432154,0.086940557,0.015590744,0.060382691,0.001732305,0.006709188,0.005841329,0.022623368,0.009462811,0.036649308,0.109135207,0.123747693,0.004909811,0.012990139,0.01859287,0.021194717,0.061011627,0.069195578,0.031181488,0.082498462,0.171363794,0.080414071,0.022727169,0.096866536,0.116067061,0.059543543,0.000851209,0.011705938,0.021333611,0.013497443,0.000164909,0.016203684,0.03616002,0.017201952,0.000014387,0.000154014,0.011928597,0.006253367,0.008132466,0.01561854,0.007067361,3.16602E-05,3.50391E-06,0.003577943,0.003819871,0.013559934,0.02926283,0.013766177,0.003907351,0.00066915,3.67967E-09,5.0386E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,FALSE,3.5
171,0.006799104,0.05061555,0.096365963,2,8,0.057915237,-0.068586724,0,0,0,0,0.033015146,0.05718391,0.154413229,0.123848593,0.00124313,0.003288961,0.000198041,0.00052379,0,0,0,0,0.031181488,0.082498462,0.00346461,0.009166496,0.011682657,0.030909405,0.018925621,0.050072487,0.031181488,0.082498462,0.004909811,0.012990139,0.005963569,0.015778119,0.017860877,0.047255439,0.031181488,0.082498462,0.171363794,0.068002692,0.017420594,0.129753495,0.078775589,0.028367027,0.003913412,0.02027194,0.01340697,0.005038882,1.22134E-05,0.040029539,0.012119656,0.002907868,0.000498548,0.002452621,0.003141296,0.000704981,0.020818742,0.001873052,0.000299898,5.43204E-05,0.000372114,0.000146718,0.034721343,0.026415317,0.000530612,5.15393E-05,3.02299E-06,8.78986E-07,0.00184765,0.003566483,0,0,0,0,0,0,0,0,0,0,6.5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,FALSE,4
172,0.229809704,0.270215806,0.297658283,1,6,0.063982955,-0.093048128,0,0,0,0,0.049522719,0.063933555,0.007730543,0.000323028,5.21247E-08,6.72926E-08,1.7572E-07,2.26854E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171363794,0.206060965,0.15054654,0.05838963,0.1292595,0.096778271,0.000153565,0.004263339,0.018961788,0.020123152,0.001542248,0.003084108,0.041360032,0.039330908,3.20645E-05,6.13128E-06,0.01066557,0.012961362,0.000472821,0.015269357,0.019462542,0.002584307,0.00052771,0.003580737,4.64739E-06,6.36307E-05,0.011667228,0.02653085,0.038168284,0.034739384,0.000244895,2.25912E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,FALSE,4
173,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0,0,0,0,0.024761359,0.05154488,0.006232563,0.000260433,2.60623E-08,5.42531E-08,8.78601E-08,1.82895E-07,0.244868789,0.114850982,0.044815059,0.094057447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202545282,0.07304442,0.035378274,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,1.0288,0.1794,0,1.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,FALSE,3.5
174,0.141421356,0.216362588,0.276678192,1,6,0.063973064,-0.093262213,0,0,0,0,0.033015146,0.05718391,0.006914405,0.000284936,0.014688053,0.025440374,0.126449816,0.219017236,0.252899398,0.10408909,0.043123311,0.088444227,0,0,0,0,0,0,0,0,0.124725951,0.124725951,8.7728E-18,9.30226E-18,0.020206883,0.020206883,0.069041201,0.069041201,0,0,0.171363794,0.096262755,0.001276348,0.076694916,0.126147496,0.078949947,0.000377819,0.007378166,0.021267964,0.017621053,0.000568353,0.007669479,0.043063461,0.029406694,5.3678E-06,2.90887E-05,0.013315839,0.010807352,0.00243893,0.019987564,0.015482328,0.000408071,0.000046708,0.005328963,0.000236011,0.001691154,0.035286607,0.037322871,0.024469117,0.009943509,2.2699E-06,8.43953E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TRUE,2.5
175,0.006799104,0.05061555,0.096365963,2,8,0.057915237,-0.068586724,0,0,0,0,0.016507573,0.043674933,0.005280966,0.00022067,1.73749E-08,4.59696E-08,5.85734E-08,1.54971E-07,0,0,0,0,0,0,0,0,0,0,0,0,0.031181488,0.082498462,0.004909811,0.012990139,0.005963569,0.015778119,0.017860877,0.047255439,0.031181488,0.082498462,0.186954538,0.072878752,0.01929724,0.129753495,0.078775589,0.028367027,0.003913412,0.02027194,0.01340697,0.005038882,1.22134E-05,0.040029539,0.012119656,0.002907868,0.000498548,0.002452621,0.003141296,0.000704981,0.020818742,0.001873052,0.000299898,5.43204E-05,0.000372114,0.000146718,0.034721343,0.026415317,0.000530612,5.15393E-05,3.02299E-06,8.78986E-07,0.00184765,0.003566483,0,0,0,0,0,0,0,0,0,0,6.5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,TRUE,3
176,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0.126449699,0.219017303,0.126449699,0.219017303,0,0,0,0,0,0,0,0,0,0,0,0,0.062362976,0.108015842,0.00692922,0.01200176,0.023365314,0.040469911,0.037851242,0.065560274,0.062362976,0.108015842,4.87102E-18,8.51759E-18,0.010103441,0.017499674,0.0345206,0.059791434,0,0,0.171363794,0.016340603,0.044372443,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,1.0545,0,0,0,0,2.0886,2.205,0,0.5655,0.5164,0.7038,1.1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.75,0,0,0.5,2.125,0,0,1.5,4.5,2,6,TRUE,3
177,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0.031612425,0.122434395,0.031612425,0.122434395,0.016507573,0.043674933,0.113314292,0.090660196,0.000621565,0.002407275,9.90205E-05,0.000383384,0.197419529,0.081271493,0.036079551,0.069041752,0.046772232,0.097364164,0.005196915,0.01081824,0.017523986,0.036479085,0.028388432,0.059095233,0.062362976,0.108015842,0.004909811,0.012990139,0.011015289,0.019166003,0.035121177,0.060843521,0.015590744,0.060382691,0.171363794,0.079762238,0.008215333,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0,0,0,0.1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,FALSE,4
178,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0.094837274,0.197419529,0.094837274,0.197419529,0,0,0,0,0,0,0,0,0.122434395,0.060457668,0.020876983,0.048922516,0,0,0,0,0,0,0,0,0.093544463,0.120765383,1.01301E-17,1.58923E-17,0.015155162,0.01956523,0.0517809,0.066848855,0,0,0.218136026,0.198591239,0.128248896,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,4
179,0.176776695,0.223075354,0.263144738,1,6,0.062948403,-0.087899509,0,0,0,0,0.008253786,0.031966777,0.113506326,0.090670821,0.000621556,0.002407278,9.89912E-05,0.000383391,0.219017303,0.090186158,0.043109833,0.076594947,0.031181488,0.082498462,0.00346461,0.009166496,0.011682657,0.030909405,0.018925621,0.050072487,0.031181488,0.082498462,4.98183E-18,1.64464E-17,0.005051721,0.013365597,0.0172603,0.045666462,0.047276736,0.133109294,0.186954538,0.059157865,0.025538836,0.042636149,0.124367975,0.110121754,5.85902E-05,0.002247435,0.014953661,0.019997561,0.003455115,0.001058515,0.031937153,0.041409018,0.000212874,2.04275E-05,0.006138886,0.010892258,6.42247E-05,0.007490456,0.015254077,0.009307136,0.003287697,0.001097618,9.26614E-06,1.45108E-06,0.001083223,0.005116612,0.015597198,0.030683876,0.00575917,0.001268297,0,0,0,0,0,0,0,0,0,0.928,0.0578,0.2166,0.8962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,6,FALSE,4
180,0.229809704,0.270215806,0.297658283,1,6,0.063982955,-0.093048128,0,0,0,0,0.016507573,0.043674933,0.005280966,0.00022067,1.73749E-08,4.59696E-08,5.85734E-08,1.54971E-07,0.219017303,0.090186158,0.043109833,0.076594947,0.015590744,0.060382691,0.001732305,0.006709188,0.005841329,0.022623368,0.009462811,0.036649308,0.093544463,0.120765383,7.95382E-18,1.15249E-17,0.015155162,0.01956523,0.0517809,0.066848855,0.015590744,0.060382691,0.171363794,0.092810267,0.034333379,0.05838963,0.1292595,0.096778271,0.000153565,0.004263339,0.018961788,0.020123152,0.001542248,0.003084108,0.041360032,0.039330908,3.20645E-05,6.13128E-06,0.01066557,0.012961362,0.000472821,0.015269357,0.019462542,0.002584307,0.00052771,0.003580737,4.64739E-06,6.36307E-05,0.011667228,0.02653085,0.038168284,0.034739384,0.000244895,2.25912E-05,0,0,0,0,0,0,0,0,0,0,0,1.7806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6,FALSE,4
181,0.053033009,0.12797424,0.21186007,2,8,0.062967777,-0.088722409,0,0,0,0,0.008253786,0.031966777,0.113506326,0.090670347,0.004293561,0.014264802,0.031711416,0.122409433,0.197419529,0.097485061,0.033663124,0.078885187,0.015590744,0.060382691,0.001732305,0.006709188,0.005841329,0.022623368,0.009462811,0.036649308,0.093544463,0.120765383,7.31989E-18,9.67472E-18,0.015155162,0.01956523,0.0517809,0.066848855,0.046772232,0.097364164,0.186954538,0.056623126,0.030480721,0.096866536,0.116067061,0.059543543,0.000851209,0.011705938,0.021333611,0.013497443,0.000164909,0.016203684,0.03616002,0.017201952,0.000014387,0.000154014,0.011928597,0.006253367,0.008132466,0.01561854,0.007067361,3.16602E-05,3.50391E-06,0.003577943,0.003819871,0.013559934,0.02926283,0.013766177,0.003907351,0.00066915,3.67967E-09,5.0386E-11,0,0,0,0,0,0,0,0,0,0,0.423,0.4529,0.7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,1,6,FALSE,4
182,0.229809704,0.270215806,0.297658283,1,6,0.063982955,-0.093048128,0,0,0,0,0.016507573,0.043674933,0.155079164,0.123879231,0.004915117,0.014280831,0.031810407,0.122384386,0.167277229,0.068891596,0.034228067,0.058500357,0,0,0,0,0,0,0,0,0.062362976,0.108015842,0.004909811,0.012990139,0.011015289,0.019166003,0.035121177,0.060843521,0.031181488,0.082498462,0.171363794,0.106420378,0.071554467,0.05838963,0.1292595,0.096778271,0.000153565,0.004263339,0.018961788,0.020123152,0.001542248,0.003084108,0.041360032,0.039330908,3.20645E-05,6.13128E-06,0.01066557,0.012961362,0.000472821,0.015269357,0.019462542,0.002584307,0.00052771,0.003580737,4.64739E-06,6.36307E-05,0.011667228,0.02653085,0.038168284,0.034739384,0.000244895,2.25912E-05,0,0,0,0,0,0,0,0,0,0.0587,0.8707,0.5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,7,FALSE,4
183,0.006799104,0.05061555,0.096365963,2,8,0.057915237,-0.068586724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252478927,0.219533947,0.028053214,0.024392661,0.094595381,0.082252003,0.153242222,0.133246249,0,0,0,0,0,0,0,0,0,0,0.311680489,0.476076685,0.402642972,0.129753495,0.078775589,0.028367027,0.003913412,0.02027194,0.01340697,0.005038882,1.22134E-05,0.040029539,0.012119656,0.002907868,0.000498548,0.002452621,0.003141296,0.000704981,0.020818742,0.001873052,0.000299898,5.43204E-05,0.000372114,0.000146718,0.034721343,0.026415317,0.000530612,5.15393E-05,3.02299E-06,8.78986E-07,0.00184765,0.003566483,0,0,0,0,0,0,0,0,0,0.4697,1.6379,0,1.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,FALSE,4
184,0.229809704,0.270215806,0.297658283,1,6,0.063982955,-0.093048128,0,0,0,0,0.099045437,0.05718391,0.006914408,0.000288925,1.04249E-07,6.01884E-08,3.5144E-07,2.02904E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202545282,0.278643267,0.229814486,0.05838963,0.1292595,0.096778271,0.000153565,0.004263339,0.018961788,0.020123152,0.001542248,0.003084108,0.041360032,0.039330908,3.20645E-05,6.13128E-06,0.01066557,0.012961362,0.000472821,0.015269357,0.019462542,0.002584307,0.00052771,0.003580737,4.64739E-06,6.36307E-05,0.011667228,0.02653085,0.038168284,0.034739384,0.000244895,2.25912E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,FALSE,4
