DFT Energies (meV)
50.47212
23.16532
-41.49348
8.42852
36.44358
21.74578
-51.51382
-79.13622
63.37765
31.23886666
18.13653333
55.70253333
-14.2808
-18.48396667
20.8772
16.1762
8.017366663
30.9242
37.5152
28.45915
2.696083337
-20.67458333
-27.41308333
-36.69291666
-65.66675
-57.93875
-57.57341666
15.93925
13.46825
12.56108334
33.349325
13.317075
-35.049425
-36.613425
-23.448675
35.70818
5.57498
-9.04102
47.11018
4.56384
-30.59216
-38.48656
-57.77196
47.6879
20.21315
-50.46485
-73.8246
43.6479
-39.02114
-33.53868
-62.77682
-88.38756
24.88055003
-4.730616667
-2.542449967
-38.13344997
-40.08594997
-21.43661667
-28.59678337
-22.25111667
-42.43811667
-30.74644997
51.91576667
18.56776667
23.96209997
-34.36940003
-24.22573333
-4.823733333
-44.64940003
25.83276667
-7.869400033
-61.82890003
52.25476667
36.50326667
34.03859997
-5.010733333
13.90093337
-6.463400033
4.384599967
1.522599967
7.310599967
11.01626667
48.80048333
39.29415
32.37315
-5.45435
-7.59368333
-35.15335
-48.26935
63.00598333
41.48881667
-49.00935
36.86643337
6.262099967
-101.3312333
9.749975
-2.647525
-41.310275
-69.161525
41.566225
49.34715
11.40581667
42.50431667
-39.05635
-35.69851667
22.38665
-6.61035
14.87948333
-27.16601667
10.51831667
33.15903333
8.744700003
3.822033333
-54.86496667
-59.03613334
-57.7703
-74.8008
63.13353333
14.61836666
-38.00363334
21.596575
18.14053333
-19.9948
-43.89346667
72.835975
-1.748175
60.252975
30.39106
-2.36254
-64.64094
-44.33694
51.74532
33.44272
2.04052
-59.46308
-6.423071433
-23.531175
-37.8242625
-1.0608875
8.9277375
-19.916475
-51.0871875
38.687775
65.575275
27.0323125
9.4914375
10.14335
-53.2488625
-15.489925
33.2369875
39.818275
-15.6228125
29.0501875
-15.6518
21.3734
14.6389375
27.3233625
-7.0087375
37.7861125
-19.3473375
-14.32174375
36.4869375
-25.11641875
37.42615
45.25904375
-39.579475
17.47529375
13.6844375
-34.526025
-41.867275
4.49091875
-46.67329375
-19.80924375
-2.2477625
5.5274
15.80545625
0.8278625
0.4853625
-18.7321375
-21.4540125
-8.55861875
27.53091875
40.37450625
-31.35891875
46.19075625
