,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,compound possible,max ionic char,avg ionic char,Yang omega,Yang delta,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,density,vpa,packing fraction,spacegroup_num,crystal_system_int,is_centrosymmetric,ewald_energy,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 7,sine coulomb matrix eig 8,sine coulomb matrix eig 9,sine coulomb matrix eig 10,sine coulomb matrix eig 11,sine coulomb matrix eig 12,sine coulomb matrix eig 13,sine coulomb matrix eig 14,sine coulomb matrix eig 15,structural complexity per atom,structural complexity per cell
10,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,10,6,TRUE,0,4360.014279,3804.44527,3595.336454,3410.114305,3364.441046,3327.486595,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
11,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,2,7,TRUE,0,4368.547084,3812.150116,3569.069474,3334.51794,3388.779337,3388.773998,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
12,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,123,4,TRUE,0,4327.636331,3829.454523,3598.174992,3412.961857,3374.703824,3318.906423,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
13,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,12,6,TRUE,0,4398.966117,3817.033227,3569.91913,3304.886416,3387.142173,3383.890887,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
14,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,65,5,TRUE,0,4324.979407,3815.260768,3581.964734,3355.759424,3394.976037,3388.897579,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
15,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,12,6,TRUE,0,4360.014279,3804.44527,3595.336454,3410.114305,3364.441046,3327.486595,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
16,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,164,3,TRUE,0,4578.370564,3786.236279,3553.615508,3255.079622,3348.508688,3340.027288,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
17,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,65,5,TRUE,0,4347.669664,3795.348503,3592.805888,3378.986444,3373.489637,3373.537813,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
18,40,42,2,40.66666667,0.888888889,40,44,50,6,46,2.666666667,44,91.224,95.96,4.736,92.80266667,2.104888889,91.224,2128,2896,768,2384,341.3333333,2128,4,6,2,4.666666667,0.888888889,4,5,5,0,5,0,5,154,175,21,168,9.333333333,175,1.33,2.16,0.83,1.606666667,0.368888889,1.33,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,5,3,3,1.333333333,2,0,0,0,0,0,0,4,6,2,4.666666667,0.888888889,4,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,5,8,3,7,1.333333333,8,0,0,0,0,0,0,6,8,2,7.333333333,0.888888889,8,15.69,23.195,7.505,20.69333333,3.335555556,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,TRUE,0.158210251,0.035157834,2.365514521,0.059055072,-0.072691102,0.020753937,0.033394366,7.375983304,20.8909615,0.701533257,65,5,TRUE,0,4344.368249,3797.826696,3596.324762,3353.197612,3371.05962,3399.06101,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
19,40,42,2,41,1,40,44,50,6,47,3,44,91.224,95.96,4.736,93.592,2.368,91.224,2128,2896,768,2512,384,2128,4,6,2,5,1,4,5,5,0,5,0,5,154,175,21,164.5,10.5,154,1.33,2.16,0.83,1.745,0.415,1.33,1,2,1,1.5,0.5,1,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,4,6,2,5,1,4,0,1,1,0.5,0.5,0,0,0,0,0,0,0,5,8,3,6.5,1.5,5,0,0,0,0,0,0,6,8,2,7,1,6,15.69,23.195,7.505,19.4425,3.7525,15.69,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,211.5,17.5,194,0,0,0,0,TRUE,0.158210251,0.039552563,2.412703009,0.063973064,-0.093262213,0.009311046,0.007119426,7.97760118,19.4791095,0.728179634,221,1,TRUE,0,3980.943302,3451.217036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
20,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,65,5,TRUE,0,4181.53446,3721.699733,3397.281827,3279.067495,3532.699158,3314.91221,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
21,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,10,6,TRUE,0,4252.051996,3680.673878,3396.650675,3345.096379,3318.073129,3434.648827,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
22,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,2,7,TRUE,0,4262.412204,3674.122372,3316.895294,3391.253932,3390.192223,3392.318859,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
23,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,123,4,TRUE,0,4223.351471,3692.544659,3394.905691,3330.874753,3469.838095,3315.680215,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
24,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,12,6,TRUE,0,4291.982403,3678.494385,3387.496473,3286.710542,3433.839781,3348.671301,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
25,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,65,5,TRUE,0,4220.414531,3678.014857,3393.152879,3350.094307,3415.608981,3369.90933,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
26,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,12,6,TRUE,0,4252.051996,3680.673878,3396.650675,3345.096379,3318.073129,3434.648827,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
27,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,164,3,TRUE,0,4462.880331,3662.103804,3346.479365,3242.640568,3427.026892,3286.063926,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
28,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,65,5,TRUE,0,4239.781672,3673.371958,3384.971428,3376.34787,3375.668332,3377.053624,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
29,40,42,2,40.33333333,0.555555556,40,44,50,6,45,1.666666667,44,91.224,95.96,4.736,92.01333333,1.315555556,91.224,2128,2896,768,2256,213.3333333,2128,4,6,2,4.333333333,0.555555556,4,5,5,0,5,0,5,154,175,21,171.5,5.833333333,175,1.33,2.16,0.83,1.468333333,0.230555556,1.33,1,2,1,1.833333333,0.277777778,2,0,0,0,0,0,0,2,5,3,2.5,0.833333333,2,0,0,0,0,0,0,4,6,2,4.333333333,0.555555556,4,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,5,8,3,7.5,0.833333333,8,0,0,0,0,0,0,6,8,2,7.666666667,0.555555556,8,15.69,23.195,7.505,21.94416667,2.084722222,23.195,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,199.8333333,9.722222222,194,0,0,0,0,TRUE,0.158210251,0.021973646,2.535269715,0.045732284,-0.036689271,0.046489014,0.02479036,6.830131492,22.3694375,0.676240415,65,5,TRUE,0,4236.595209,3676.082748,3365.279291,3396.51568,3346.166706,3406.55525,0,0,0,0,0,0,0,0,0,0,1.918295834,11.509775
30,40,42,2,41.5,0.75,42,44,50,6,48.5,2.25,50,91.224,95.96,4.736,94.776,1.776,95.96,2128,2896,768,2704,288,2896,4,6,2,5.5,0.75,6,5,5,0,5,0,5,154,175,21,159.25,7.875,154,1.33,2.16,0.83,1.9525,0.31125,2.16,1,2,1,1.25,0.375,1,0,0,0,0,0,0,2,5,3,4.25,1.125,5,0,0,0,0,0,0,4,6,2,5.5,0.75,6,0,1,1,0.75,0.375,1,0,0,0,0,0,0,5,8,3,5.75,1.125,5,0,0,0,0,0,0,6,8,2,6.5,0.75,6,15.69,23.195,7.505,17.56625,2.814375,15.69,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229,0,0,0,0,TRUE,0.158210251,0.029664422,2.809308417,0.057232983,-0.064913047,0.038914866,-0.035825711,9.000475836,17.4828915,0.770877671,65,5,TRUE,0,4291.557254,3418.412631,3832.476302,3756.517553,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6
