,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData avg_dev Number,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev AtomicWeight,MagpieData avg_dev MeltingT,MagpieData avg_dev Column,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData avg_dev Electronegativity,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData avg_dev NdValence,MagpieData avg_dev NValence,MagpieData avg_dev NsUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData avg_dev SpaceGroupNumber,avg ionic char,Miedema_deltaH_inter,mean wt CN_1,std_dev wt CN_1,mean sgl_bd CN_1,std_dev sgl_bd CN_1,mean L-shaped CN_2,std_dev L-shaped CN_2,mean water-like CN_2,std_dev water-like CN_2,std_dev bent 120 degrees CN_2,mean bent 150 degrees CN_2,mean linear CN_2,mean square co-planar CN_4,mean rectangular see-saw-like CN_4,std_dev wt CN_5,std_dev square pyramidal CN_5,std_dev trigonal bipyramidal CN_5,mean wt CN_8,mean body-centered cubic CN_8,mean wt CN_10,std_dev wt CN_10,mean q2 CN_10,std_dev q2 CN_10,mean q4 CN_10,std_dev q4 CN_10,mean q6 CN_10,std_dev q6 CN_10,mean wt CN_11,std_dev wt CN_11,mean q2 CN_11,std_dev q2 CN_11,mean q4 CN_11,std_dev q4 CN_11,mean q6 CN_11,std_dev q6 CN_11,mean wt CN_12,mean cuboctahedral CN_12,mean q4 CN_12,std_dev q4 CN_12,mean q6 CN_12,mean wt CN_13,std_dev wt CN_13,mean wt CN_14,max packing efficiency,xrd_9,xrd_17,xrd_18,xrd_19,xrd_25,xrd_27,xrd_28,xrd_29,xrd_30,xrd_31,xrd_32,xrd_33,xrd_34,xrd_35,xrd_37,xrd_38,xrd_39,xrd_42,xrd_43,xrd_44,xrd_45,xrd_47,xrd_48,xrd_54,xrd_66,xrd_67,xrd_68,xrd_75,xrd_76,xrd_78,xrd_79,xrd_80,xrd_81,xrd_90,xrd_97,xrd_98,xrd_109,xrd_110,xrd_113,xrd_114,xrd_115,xrd_119,xrd_120,xrd_125,xrd_126,xrd_127,OFM: s^2 - s^1,OFM: s^2 - d^5,OFM: d^2 - s^1,OFM: d^2 - d^5,jml_rdf_5,jml_rdf_10,jml_rdf_12,jml_rdf_13,jml_rdf_14,jml_rdf_15,jml_rdf_20,jml_rdf_21,jml_rdf_30,jml_rdf_49,jml_rdf_50,jml_rdf_59,jml_rdf_65,jml_rdf_77,jml_rdf_80,jml_rdf_82,jml_adf1_8,jml_adf1_30,jml_adf1_37,jml_adf1_40,jml_adf1_41,jml_adf1_45,jml_adf1_58,jml_adf1_60,jml_adf1_65,jml_adf1_66,jml_adf1_70,jml_adf1_71,jml_adf1_72,jml_adf1_77,jml_adf1_78,jml_adf1_83,jml_adf1_90,jml_adf1_94,jml_adf1_103,jml_adf1_107,jml_adf1_108,jml_adf1_109,jml_adf1_110,jml_adf1_111,jml_adf1_119,jml_adf1_120,jml_adf1_121,jml_adf1_135,jml_adf1_140,jml_adf1_142,jml_adf1_159,jml_adf1_160,jml_adf1_172,jml_adf1_179,jml_adf2_22,jml_adf2_23,jml_adf2_30,jml_adf2_32,jml_adf2_33,jml_adf2_34,jml_adf2_37,jml_adf2_38,jml_adf2_39,jml_adf2_40,jml_adf2_47,jml_adf2_51,jml_adf2_58,jml_adf2_60,jml_adf2_61,jml_adf2_64,jml_adf2_65,jml_adf2_71,jml_adf2_75,jml_adf2_78,jml_adf2_81,jml_adf2_85,jml_adf2_88,jml_adf2_90,jml_adf2_91,jml_adf2_103,jml_adf2_105,jml_adf2_107,jml_adf2_108,jml_adf2_111,jml_adf2_118,jml_adf2_119,jml_adf2_121,jml_adf2_128,jml_adf2_132,jml_adf2_137,jml_adf2_139,jml_adf2_142,jml_adf2_145,jml_adf2_147,jml_adf2_149,jml_adf2_151,jml_adf2_153,jml_adf2_158,jml_adf2_160,jml_adf2_162,jml_adf2_163,jml_adf2_172,jml_adf2_176,jml_adf2_178,jml_ddf_40,jml_ddf_44,jml_ddf_48,jml_ddf_64,jml_ddf_85,jml_ddf_94,jml_ddf_116,jml_ddf_120,jml_ddf_139,jml_nn_5,jml_nn_12,jml_nn_19,jml_nn_20,jml_nn_23,jml_nn_30,jml_nn_75,jml_nn_82,jml_nn_90,density,vpa,packing fraction,spacegroup_num,crystal_system_int,is_centrosymmetric,sine coulomb matrix eig 0,sine coulomb matrix eig 6,sine coulomb matrix eig 7,sine coulomb matrix eig 8,sine coulomb matrix eig 9,sine coulomb matrix eig 10,sine coulomb matrix eig 11,sine coulomb matrix eig 12,sine coulomb matrix eig 13,sine coulomb matrix eig 14,sine coulomb matrix eig 15,structural complexity per atom,structural complexity per cell
40,0.043514263,0.080984879,0.119301606,0.64,1.92,1.51552,245.76,0.64,6.72,175,0.2656,0.32,2,0.96,0.64,0.32,0.96,8,0.64,8,2.4016,23.195,11.2,0.02531364,-0.044141709,0.260986094,0.317663952,0.260986094,0.317663952,0.032346061,0.039402262,0.173389605,0.212324089,0.236833076,0.010005379,0.012914659,0.001726018,0.001684294,0.007697317,0.003611874,0.003683783,0.041155891,0.03497306,0.010461789,0.019067268,0.001948307,0.003608096,0.003093593,0.005728843,0.006238499,0.011479694,0.033968062,0.036593484,0.002403197,0.002739499,0.005332001,0.005716746,0.017647567,0.019090402,0.00300335,0.00300335,0.000389594,0.000369438,0.001596131,0.141728137,0.086393655,0.06746911,0.548744557,8.27412E-05,9.25372E-06,5.89246E-07,2.88244E-08,0.000687472,0.001288697,0.001461848,0.001579766,0.001531353,0.001593229,0.004128259,0.015852172,0.043287481,0.080827684,0.111006867,0.076977854,0.036527035,0.002412058,0.000746497,0.000505599,0.000898884,0.002217042,0.004334665,0.014795539,0.024480163,0.022488863,0.015907276,0.006201079,0.004681231,0.00696767,0.00806945,0.006263057,0.003493309,0.007604615,0.002147495,0.002998849,0.004966633,0.006718327,0.007458566,0.009288969,0.010341278,0.001534325,0.001099833,0.003868543,0.003642823,0.002217888,0.246410513,0.246410513,0.246410513,0.246410513,0,0,0,0,0,0,0,0,0.7821,2.6043,0,0.7956,0.3272,2.3262,2.154,0.8198,0,0,0,0,0,0,5,3,0,2,2,4,4.666666667,0,0,0,0,2,0,4.666666667,0,2,6,0,2,2,2,0,0,0,0,0,1,7.166666667,0,0,0,0,0,0,0,0,0,0,0,7,5,3,2,0,0,4,0,0,0,3,0,0,3,0,0,4.666666667,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,10,8,20,2,3,16,22,2,0,0,0,0,0,0.4,8,3.2,8.4,7.156953877,21.38441003,0.70298105,12,6,TRUE,4166.017679,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
41,0.043514263,0.080984879,0.119301606,0.64,1.92,1.51552,245.76,0.64,6.72,175,0.2656,0.32,2,0.96,0.64,0.32,0.96,8,0.64,8,2.4016,23.195,11.2,0.02531364,-0.044141709,0,0,0,0,2.64472E-06,3.23911E-06,1.26692E-05,1.55165E-05,1.57765E-05,4.98818E-07,7.37775E-08,0.025465138,0.003553988,0,0,0,0.302029505,0.278754732,0.010600819,0.021201638,0.001833883,0.003667766,0.0031421,0.0062842,0.006479453,0.012958907,0,0,0,0,0,0,0,0,0.065395543,0.065395543,0.012037753,0.014743176,0.037526954,0.301802751,0.231260474,0.047558875,0.649268391,0.005407164,0.000220608,0.000408227,0.000451492,2.21795E-06,0.0001522,0.000584806,0.001343841,0.001865663,0.00183604,0.003535881,0.014669875,0.04515257,0.086657929,0.096227743,0.068601615,0.038510478,0.004410247,0.00466466,0.003432135,0.00218883,0.005654439,0.007002962,0.01510004,0.022522519,0.028550681,0.022899954,0.006109058,0.006221765,0.002046137,0.002581033,0.005110302,0.00691813,0.003239748,0.00114334,0.001596128,0.001147765,0.001663562,0.007202679,0.005592494,0.006257064,0.007762312,0.005481308,0.00092374,0.000371986,9.87625E-05,0.306395429,0.306395429,0.306395429,0.306395429,0,0,0,0,0,0,0,0,0,0,0,1.5946,0,0.9325,0.8634,2.0539,0,0,0,0,0,0,8,0,0,0,0,5.333333333,0,0,0,0,6.666666667,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5.333333333,6,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.8,8,0,7.141705927,21.43006697,0.701483343,139,4,TRUE,4146.276121,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
42,0.043514263,0.080984879,0.119301606,0.64,1.92,1.51552,245.76,0.64,6.72,175,0.2656,0.32,2,0.96,0.64,0.32,0.96,8,0.64,8,2.4016,23.195,11.2,0.02531364,-0.044141709,0.237965395,0.291359259,0.237965395,0.291359259,1.38071E-14,2.76142E-14,1.43152E-09,2.86305E-09,4.62698E-06,0.004625852,0.039824113,0.023744375,0.017993218,0,0,0,0.215783749,0.195398001,0.00100582,0.000502942,0.000102313,5.1158E-05,0.00024455,0.000123099,0.000524125,0.000264281,0.009069268,0.005085438,0.000204418,0.000151544,0.001340705,0.000719678,0.004471076,0.002390547,0.000253088,0.000253088,3.64899E-05,7.29798E-05,0.000141514,0.001007293,0.000503678,0.17403767,0.549591964,3.18372E-24,1.14797E-06,1.26827E-05,7.79894E-05,0.000394459,4.4855E-05,0.000155491,0.000929636,0.003157038,0.00597945,0.006802852,0.009195674,0.030750262,0.087538466,0.131235143,0.066673252,0.018812281,1.32936E-05,1.46924E-05,0.000122958,0.00059171,0.002751702,0.003190351,0.012569757,0.039247994,0.023872925,0.010024873,0.003774581,0.008945962,0.010248981,0.004662151,0.001195775,0.000239565,0.008501866,0.000905102,0.001870607,0.006207371,0.014778682,0.008363508,0.002191527,0.000465017,0.002921473,0.001965316,0.001724553,0.000741921,0.000189162,0.261275711,0.261275711,0.261275711,0.261275711,0,0,0,0,0,0,0,0,2.1641,0,1.2811,1.2841,0,2.0383,1.0927,0.6144,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,6,2.6,6.4,7.172958589,21.33669592,0.704553088,166,3,TRUE,4237.192413,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
43,0.141421356,0.216362588,0.276678192,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,0,0,0,0,0.103134114,0.022012737,0.01178942,0.00251631,9.95122E-05,8.82224E-08,3.31843E-07,0.070669657,0.071128519,0,0,0,0.041393951,0.026389852,0.124790118,0.032923268,0.014694136,0.001458794,0.032263199,0.009194918,0.071104569,0.01955973,0,0,0,0,0,0,0,0,0.08832588,0.08832588,0.011164722,0.006112558,0.04774934,0,0,0.125798326,0.555875608,0.008528849,3.02964E-09,4.99531E-11,3.92353E-12,0.000310694,0.002559926,0.003471734,0.002856153,0.001425771,0.000440455,0.000202687,0.001080929,0.006018183,0.022552885,0.101952668,0.120343223,0.092204522,0.004605823,0.004583801,0.005423896,0.004624989,0.003603344,0.003271045,0.013338446,0.014259459,0.022524087,0.026311986,0.000778398,0.002396573,0.007537629,0.008102067,0.008027966,0.008654922,0.005371155,0.006701376,0.00383958,0.000581988,0.000496792,0.006615511,0.007597411,0.007003614,0.007092191,0.009452113,0.001952494,0.001074244,0.000391809,0.195803076,0.195803076,0.195803076,0.195803076,0,0,0,0,0,0,0,0,6.9529,0,2.4696,2.6523,0,0.517,0.2394,0.911,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2.6625387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,8.174062759,19.01093392,0.746112258,67,5,TRUE,4230.326648,0,0,0,0,0,0,0,0,0,0,1,4
44,0.141421356,0.216362588,0.276678192,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,0.034104006,0,0.034104006,0,0,0,0,0,0,0,0,0.137787493,0.116546585,0.016788326,0.003250577,0.005814878,0,0,0,0,0,0,0,0,0,0,0.15353224,0.035412203,0.005760226,0.001362664,0.024838361,0.005356289,0.082471303,0.019614299,0,0,0,0,0,0.042902197,0.039102598,0.128378222,0.56430509,3.66557E-09,0.00131586,0.000730992,0.00024979,1.75327E-06,7.18047E-05,0.000221691,0.00042105,0.00049286,0.000374478,0.000423196,0.002150068,0.010447702,0.032936626,0.096943865,0.102375373,0.085518553,0.011307192,0.00397766,0.0023671,0.001856951,0.000378809,0.000112396,0.011373195,0.011696471,0.013074903,0.016680007,0.001645833,0.002202299,0.005256002,0.00537326,0.004517559,0.004034165,0.002434112,0.007151058,0.006948108,0.005286518,0.005133223,0.005446633,0.004534462,0.003934645,0.009783865,0.011443212,0.005847233,0.006439072,0.005432954,0.413612487,0.413612487,0.413612487,0.413612487,0,0,0,0,0,0,0,0,1.7254,1.2767,1.2257,1.3163,0,2.3093,0.7128,1.1304,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,2,0,0,0,1,0,0,2,1,0,4,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,2,3,3,7,1,2,0,0,0,0,0,1,2,5,3,8.235055856,18.87012907,0.751679587,11,6,TRUE,4283.264028,0,0,0,0,0,0,0,0,0,0,1,4
45,0.141421356,0.216362588,0.276678192,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,0,0,0,0,0,0,0,0,0,0,0,0.083984136,0.033502492,0.020298895,0.003524074,0.002897572,0.10134741,0.092775282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233456921,0.057315341,0.024190096,0.617386584,0.000696503,2.93521E-05,2.72831E-06,1.63332E-07,1.73913E-06,7.59635E-05,0.000259496,0.000570963,0.000810091,0.00075846,0.000676292,0.002046788,0.009487116,0.030738997,0.093708198,0.095609856,0.076391872,0.011151701,0.003441219,0.001658261,0.002741538,0.005796841,0.006097648,0.003414596,0.010023407,0.008767545,0.011955976,0.001730847,0.003532097,0.007739321,0.007820828,0.005864974,0.003202331,0.001495802,0.01307725,0.012858828,0.003852956,0.003995912,0.002563918,0.00119897,0.000502452,0.007623592,0.009027197,0.015297737,0.012488793,0.006875799,0.326008992,0.326008992,0.326008992,0.326008992,0,0,0,0,0,0,0,0,6.9536,0,0,0,1.4547,1.0341,3.8302,0,0,0,0,0,0,0,4,0,0,8,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8.173252386,19.01281884,0.746038289,129,4,TRUE,4238.734264,0,0,0,0,0,0,0,0,0,0,1,4
46,0.141421356,0.216362588,0.276678192,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,0.000107337,0,0.000107337,0,2.07989E-14,2.44548E-18,3.12451E-10,2.54609E-14,7.22238E-12,3.73831E-05,7.83533E-05,0.012020258,0.014358701,0,1.77834E-09,6.82019E-07,0.14001475,0.105892958,0.215113912,0.061314161,0.022642896,0.003254874,0.054570498,0.016148111,0.118732999,0.033947364,0,0,0,0,0,0,0,0,0.056240524,0.056123691,0.00547176,0.002087961,0.029313808,0.000635566,0.000635566,0.14396946,0.589104582,1.19892E-13,0.000308018,0.000585099,0.000860215,1.38388E-05,1.14767E-07,6.32963E-07,8.38456E-06,6.81667E-05,0.000339342,0.00105443,0.00231137,0.005615859,0.019335962,0.111925466,0.136039096,0.102301968,0.002452724,0.000274939,1.94994E-05,9.44788E-07,1.06451E-05,6.91781E-05,0.019972904,0.009963552,0.024597125,0.03859234,0.000559698,0.000402497,0.001393684,0.004114288,0.00828201,0.01081763,0.002292693,0.003335543,0.002001788,0.000947763,0.001436116,0.000933812,0.000806946,0.002189899,0.025099928,0.02009107,0.000288463,5.62024E-05,6.98327E-06,0.457949584,0.457949584,0.457949584,0.457949584,0,0,0,0,0,0,0,0,6.0738,0,0,0,0.2541,0.3613,0,2.865,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,6,2,0,4,0,0,0,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,6,9,0.25,8.205008272,18.93923343,0.748936903,74,5,TRUE,4191.036076,0,0,0,0,0,0,0,0,0,0,1,4
47,0.141421356,0.216362588,0.276678192,1,3,2.368,384,1,10.5,154,0.415,0.5,1,1.5,1,0.5,1.5,5,1,6,3.7525,15.69,17.5,0.039552563,-0.093262213,0,0,0,0,0,0,0,0,0,0,0,0.040447759,0.003553017,0,0,0,0.073385507,0.073385241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420815696,0.680174742,8.9621E-83,1.83919E-44,1.5861E-40,8.83906E-37,2.75853E-18,1.22578E-13,1.34227E-11,9.49817E-10,4.34321E-08,1.28338E-06,2.45059E-05,0.000302385,0.002411132,0.012423799,0.089009897,0.123762428,0.111201775,0.00587374,0.000920295,9.31777E-05,6.09634E-06,1.51224E-08,2.34557E-07,0.014567122,0.004695459,0.014986893,0.03091132,2.44598E-05,7.94031E-06,0.000460511,0.002024308,0.005750249,0.010555266,0.000407449,0.003740699,0.00089536,0.001684287,0.000509844,1.48998E-06,8.66705E-06,0.000104157,0.028286172,0.038545909,0.00025917,2.57172E-05,1.64905E-06,0.539100609,0.539100609,0.539100609,0.539100609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2956,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7.127679494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,68,0,0,0,0,0,0,0,24,24,0,8.437444828,18.41749133,0.770153252,227,1,TRUE,4445.856141,0,0,0,0,0,0,0,0,0,0,1,4
48,0.01767767,0.036197133,0.059093924,0.64,1.92,1.51552,245.76,0.64,6.72,154,0.2656,0.32,1,0.96,0.64,0.32,0.96,5,0.64,6,2.4016,15.69,11.2,0.02531364,-0.052531001,0.000169638,0.000207763,0.000169638,0.000207763,0.066978255,0.033489143,0.007041528,0.003520764,0.000128175,2.53563E-06,2.16544E-05,0,0,0.00136096,0.0002391,0.000473156,0.113118784,0.112286321,0.011536219,0.004604531,0.001242366,0.000375382,0.003022806,0.00118375,0.006652855,0.002630771,0,0,0,0,0,0,0,0,0.096051905,0.096051905,0.011062998,0.012126064,0.052482996,0.001012578,0.000506289,0.153877793,0.653911542,1.02829E-10,0.000434678,0.000401075,0.000237937,9.71892E-10,4.53857E-13,3.69488E-14,3.9934E-12,3.22324E-10,1.6773E-08,5.62746E-07,1.21732E-05,0.000169784,0.001526804,0.03309042,0.079744209,0.123885623,0.033311921,0.008930295,0.001542632,0.000171689,5.68549E-07,1.73437E-08,0.002741428,4.16562E-05,0.000389338,0.002354106,0.00377343,0.000719734,7.54001E-06,5.926E-06,5.84841E-05,0.000402721,6.92386E-05,0.015449113,0.019593828,0.001179449,0.003171677,0.004398954,0.002034013,0.000605529,3.07869E-07,4.74062E-06,0.018663917,0.027217056,0.025966286,0.324826524,0.324826524,0.324826524,0.324826524,0,0,0,0,0,0,0,0,0,0,0,0,1.1561,0,3.044,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,10.2,0,0,0,12,8,4,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,10.2,0,0,0,0,12,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,3,1,0,44.5,6,0,0,0,0,0,0,0,0,0,9.395750016,16.78906924,0.794311255,87,4,TRUE,4564.396937,0,0,0,0,0,0,0,0,0,0,0.721928095,3.609640474
49,0.212132034,0.252538136,0.284357941,0.96,2.88,2.27328,368.64,0.96,10.08,154,0.3984,0.48,1,1.44,0.96,0.48,1.44,5,0.96,6,3.6024,15.69,16.8,0.03797046,-0.090538409,0.000450559,0.000257353,0.000450559,0.000257353,0.00428821,0.003924359,0.000495086,0.000473742,1.97071E-05,1.63197E-05,0.000140475,0.071951492,0.064243043,0.000968264,0.00027624,0.00039057,0.078574529,0.052774453,0.193600389,0.099045263,0.023082283,0.007585719,0.050126685,0.024644435,0.108650016,0.053511118,0.001488886,0.001823506,0.000248789,0.000304703,0.000280311,0.00034331,0.000831497,0.001018371,0.036805299,0.036787035,0.004347018,0.003281723,0.0196894,0.052777118,0.064638504,0.129387398,0.609862282,3.67615E-09,0.001490767,0.0010374,0.000465278,3.74093E-10,1.19507E-09,2.50767E-08,3.40396E-07,3.02453E-06,1.8475E-05,9.13697E-05,0.000478534,0.002628064,0.011715925,0.079443163,0.116120482,0.115215466,0.010585696,0.002130151,0.000315793,0.00016315,0.000603111,0.000693698,0.011052045,0.004543429,0.010901981,0.020202464,0.001020345,0.000403307,0.000691083,0.002002219,0.004290185,0.006860403,0.002194284,0.011395011,0.008017519,0.003082909,0.002467084,0.000969959,0.0013169,0.002386572,0.008672967,0.011479935,0.013309292,0.008438227,0.00395499,0.436943477,0.436943477,0.436943477,0.436943477,0,0,0,0,0,0,0,0,5.3017,0,0.4708,0.6741,0.2773,1.4783,1.4601,0.6947,0,0,0,0,0,0,0,0,1,2,2,5.333333333,2,0,0,0,0,0,0,3,10,2,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1,5.333333333,1,0,0,0,1,8.333333333,1,0,0,3,10,4,3,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29.16666667,29.66666667,12,5,0,57,65.5,12,0,0,0,0,0,3.2,6.4,3.2,0.8,8.619187072,18.12000086,0.767187755,12,6,TRUE,4469.847812,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
50,0,0.074941232,0.158827062,0.96,2.88,2.27328,368.64,0.96,10.08,175,0.3984,0.48,2,1.44,0.96,0.48,1.44,8,0.96,8,3.6024,23.195,16.8,0.03797046,-0.083993464,0.001587456,0.000793728,0.001587456,0.000793728,0.011819836,0.008214677,0.001518924,0.001055638,4.67804E-05,3.66094E-05,0.000315077,0.088680506,0.077350667,0.029213314,0.004707595,0.005258715,0.06792626,0.060327628,0.126617261,0.071670136,0.017551664,0.011483875,0.032123412,0.018707287,0.069275134,0.039895388,0.008025774,0.009829526,0.00143456,0.00175697,0.001377808,0.001687463,0.004232426,0.005183642,0.021247267,0.021247267,0.001963072,0.001778293,0.011020467,0.058705429,0.043924349,0.111970413,0.578933674,8.86256E-09,0.002342744,0.001228858,0.000395549,6.74042E-06,0.000149676,0.000336945,0.000471184,0.0004588,0.000515859,0.001073731,0.003294924,0.012162809,0.038077998,0.1217729,0.117199495,0.073779482,0.001333707,0.000280425,0.000510545,0.001070604,0.001270206,0.001273285,0.014404725,0.019428082,0.0282508,0.031658034,0.000890669,0.001412886,0.005400621,0.007814014,0.008683358,0.007643213,0.002883009,0.003763458,0.002666784,0.002523512,0.003466277,0.005023663,0.006500364,0.007886528,0.013821726,0.010417941,0.002082504,0.00184037,0.001231872,0.393649598,0.393649598,0.393649598,0.393649598,0,0,0,0,0,0,0,0,5.7592,0.7991,0.5114,1.0985,0,0.6424,0.7931,1.0376,0,0,0,0,0,0,0,0,4,0,0,1,1,2,3,0,0,0,2,2,2,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,10.4,4.4,1.6,7.85493157,19.683616,0.7349838,12,6,TRUE,4369.795364,0,0,0,0,0,0,0,0,0,0,1.521928095,7.609640474
51,0.043514263,0.080984879,0.119301606,0.64,1.92,1.51552,245.76,0.64,6.72,175,0.2656,0.32,2,0.96,0.64,0.32,0.96,8,0.64,8,2.4016,23.195,11.2,0.02531364,-0.044141709,9.40462E-05,8.53256E-05,9.40462E-05,8.53256E-05,0.190138979,0.095071178,0.028096787,0.014048846,0.000712736,4.15698E-07,9.72683E-07,0.003975972,0.001235159,0,0,0,0.250624251,0.234038401,0.040400201,0.019569009,0.005572734,0.002668507,0.009823825,0.00472804,0.021431937,0.010333102,0,0,0,0,0,0,0,0,0.029285606,0.029285606,0.00348012,0.002360617,0.015579728,0.062314635,0.031203687,0.093876815,0.565755143,4.19446E-09,0.002961325,0.001066109,0.000210404,5.89286E-10,7.19394E-07,1.02032E-05,7.93745E-05,0.00034052,0.000852739,0.001920969,0.008178915,0.03534776,0.094658484,0.130100138,0.065660696,0.018701851,4.23942E-05,0.000207806,0.000805163,0.00172925,0.002163318,0.00313512,0.012357225,0.032297177,0.01969146,0.009578061,0.004303557,0.007606186,0.010532879,0.006668569,0.002707157,0.001262888,0.006901819,0.002136278,0.002704854,0.010774392,0.014034268,0.010553007,0.006514302,0.002449432,0.001585044,0.002815704,0.000440094,0.000118241,1.7772E-05,0.314632955,0.314632955,0.314632955,0.314632955,0,0,0,0,0,0,0,0,0,0,1.1164,5.9948,0,0,1.082,1.0296,0,0,0,0,0,2,0,4,0,2,0,0,0,4,0,0,11.66666667,3,0,0,0,0,10,2,0,0,4,0,2,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.6,4,10.4,7.123580879,21.48459305,0.699703037,87,4,TRUE,4252.063067,0,0,0,0,0,0,0,0,0,0,0.721928095,3.609640474
