,6.9,9.0,10.4,11.9,12.0,12.8,13.8,13.9,15.6,16.3,16.5,17.1,18.1,18.7,20.9,21.1,22.2,23.2,24.2,24.6,25.7,26.7,27.1,29.2,29.7,29.8,30.4,39.4,39.7,41.7,43.2,43.7,44.3,44.4,44.5,45.6,45.7,46.1,51.4,53.2,58.6,60.5,61.9,62.1,62.3,63.5,67.8,69.2,69.9,72.4,72.8,75.5,75.8,76.2,81.1,81.3,86.5,86.9,87.8,88.7,88.9,89.0
0,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,-0.166961564,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,-0.179594872,-0.112427722,-0.411738768,-0.212979514,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,-0.210362834,-0.194439548,-0.231574705,-0.140893929,8.841158684,-0.127369878,-0.161494782,-0.152114232,-0.12834918,-0.56314297,-0.115769047,-0.235404788,-0.147030519,-0.073720978,0.627901609,-0.1042986,-0.266941089,-0.128274428,-0.162939846,-0.127824407,-0.156030217,-0.148611424,-0.10373005,-0.104527584,-0.209027537,0.757859169,-0.147668364,-0.104163891,-0.22834508
1,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,8.186326009,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,8.081410227,-0.112427722,-0.411738768,0.372522076,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,5.193578765,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,-0.161494782,-0.152114232,-0.12834918,-0.56314297,-0.115769047,-0.235404788,-0.147030519,-0.073720978,-0.262652788,-0.1042986,-0.266941089,-0.128274428,-0.162939846,-0.127824407,4.501347261,-0.148611424,-0.10373005,-0.104527584,-0.209027537,-0.26062127,-0.147668364,-0.104163891,0.841056373
2,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,-0.166961564,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,-0.179594872,-0.112427722,-0.411738768,7.813862947,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,0.841039107,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,-0.161494782,-0.152114232,-0.12834918,-0.56314297,-0.115769047,-0.235404788,-0.147030519,-0.073720978,-0.262652788,-0.1042986,-0.266941089,-0.128274428,-0.162939846,-0.127824407,-0.156030217,-0.148611424,-0.10373005,-0.104527584,-0.209027537,-0.26062127,-0.147668364,-0.104163891,-0.22834508
3,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,-0.166961564,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,-0.179594872,-0.112427722,-0.411738768,-0.212979514,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,-0.210362834,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,-0.161494782,-0.152114232,-0.12834918,-0.56314297,-0.115769047,-0.235404788,-0.147030519,-0.073720978,5.842765951,-0.1042986,4.56487089,-0.128274428,-0.162939846,-0.127824407,-0.156030217,-0.148611424,-0.10373005,-0.104527584,-0.209027537,4.9751489,-0.147668364,-0.104163891,-0.22834508
4,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,-0.166961564,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,-0.179594872,-0.112427722,-0.411738768,-0.212979514,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,-0.210362834,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,-0.161494782,-0.152114232,-0.12834918,0.481537279,-0.115769047,-0.235404788,-0.147030519,-0.073720978,5.963416108,-0.1042986,3.018581585,-0.128274428,8.26019945,-0.127824407,-0.156030217,-0.148611424,-0.10373005,-0.104527584,-0.209027537,6.858805405,-0.147668364,-0.104163891,-0.22834508
5,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,1.07593436,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,1.04920196,-0.112427722,-0.411738768,3.879991681,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,0.593441068,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,3.945448564,-0.152114232,7.734811761,0.481537279,-0.115769047,-0.235404788,-0.147030519,-0.073720978,-0.262652788,-0.1042986,-0.266941089,-0.128274428,-0.162939846,-0.127824407,-0.156030217,-0.148611424,-0.10373005,-0.104527584,-0.209027537,-0.26062127,-0.147668364,-0.104163891,7.243563863
6,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,-0.166961564,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,-0.179594872,-0.112427722,-0.411738768,0.981395255,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,7.137248793,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,-0.161494782,-0.152114232,-0.12834918,0.481537279,-0.115769047,-0.235404788,-0.147030519,-0.073720978,-0.262652788,-0.1042986,-0.266941089,-0.128274428,-0.162939846,-0.127824407,4.595041359,-0.148611424,-0.10373005,-0.104527584,-0.209027537,-0.26062127,-0.147668364,-0.104163891,-0.22834508
7,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,-0.596818964,-0.073720978,-0.166961564,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,-0.179594872,-0.112427722,-0.411738768,-0.212979514,-0.270529143,-0.140438809,9.018573804,-0.257908711,-0.135226581,-0.176479586,-0.210362834,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,-0.161494782,-0.152114232,-0.12834918,0.481537279,-0.115769047,-0.235404788,-0.147030519,-0.073720978,0.64612933,-0.1042986,-0.266941089,-0.128274428,-0.162939846,-0.127824407,-0.156030217,-0.148611424,-0.10373005,-0.104527584,-0.209027537,0.518675958,-0.147668364,-0.104163891,-0.22834508
8,-0.185863868,-0.113153341,-0.220102059,-0.073720978,-0.179406034,-0.176277656,-0.121509061,-0.358241928,-0.179408413,-0.097531797,-0.073720978,-0.179406192,-0.24665313,-0.147402745,4.857766238,-0.073720978,-0.166961564,-0.179407763,-0.312183632,-0.222176686,-0.239220786,-0.134225185,-0.179407018,-0.179594872,-0.112427722,-0.411738768,-0.212979514,-0.270529143,-0.140438809,-0.135451193,-0.257908711,-0.135226581,-0.176479586,-0.210362834,-0.194439548,-0.231574705,-0.140893929,-0.135457954,-0.127369878,-0.161494782,-0.152114232,-0.12834918,-0.043374823,-0.115769047,-0.235404788,-0.147030519,-0.073720978,-0.262652788,-0.1042986,-0.266941089,-0.128274428,-0.162939846,-0.127824407,-0.156030217,-0.148611424,-0.10373005,-0.104527584,-0.209027537,-0.26062127,-0.147668364,-0.104163891,-0.22834508
